training_data_large
,Title,Topic 1,Topic 2,X.M.._twitter_id
279392,My hair needs to get longer,6,,8.95789E+17
1770407,God that was a perfect throw.....,6,,9.09561E+17
946923,Just posted a photo @ Houston Sportsplex https://t.co/qAJiW5Bwbj,4,,9.01978E+17
365560,They don't want these problems. We are not our ancestors. https://t.co/zKFwTf7mlx,6,,8.96714E+17
1752684,VIDEO: Texas Inexplicably Allows USC to Score 56-Yard Touchdown on Final Play of First Half https://t.co/qYmN1lSaEG,4,,9.09392E+17
1472748,First round on Herbie. ðŸ‘ŒðŸ¼,6,,9.06363E+17
1838080,@KingShockyy Fucking see you next weekend then!!!!!,6,,8.87826E+17
1242229,La polÃ­tica venezolana da risa o da lastima? #venezuela,6,,9.04129E+17
782324,@padreshaiku We live in TexasThe battle is lost beforeI even protest,6,,9.00853E+17
576979,LMFAO https://t.co/MRcHJA3jjL,6,,8.98738E+17
517095,I didn't know you could put your ranch brand on your cross pendantðŸ˜©ðŸ˜,6,,8.98191E+17
1406803,Wheeeeweeee if this ain't a word https://t.co/dbSjLeMv7Y,6,,9.05665E+17
185747,@TjDex your header just scared the shit outta me ðŸ˜‚,6,,8.94823E+17
1309094,uhhhh pretty easily since you have nothing to lose LOL xD https://t.co/fdORw3qWh3,6,,9.04795E+17
1698958,@MsPilotJones Righhhhtttt like out here disrespecting me and shit,6,,9.08768E+17
1039841,She's the executioner. I voted for #Arya4MVP! Who's the #GoTMVP? Follow @AmazonChannels to see! https://t.co/unydLSDK6P,6,,9.02549E+17
1696074,okay Google how to tie a noose,6,,9.08744E+17
756263,Who wants to be my friend? (:,6,,9.0057E+17
1497388,I need a haircut it's a emergency someone help me out.,6,,9.06668E+17
1284056,@Levernonn seriously ðŸ˜‚ðŸ˜‚ðŸ˜‚,6,,9.04533E+17
292618,@victor_emmy23 HAPPY BIRTHDAY BUD ðŸ˜,6,,8.95882E+17
1519683,3 drops for cooper thank god lol,6,,9.06935E+17
901891,@nastyboy2798 Miss you dawg âœŠðŸ¼,6,,9.01719E+17
1268892,this service speaking to meðŸ™ðŸ¾ðŸ™ðŸ¾ðŸ™ðŸ¾ðŸ™ðŸ¾ @ Windsor Village Church Family https://t.co/HZv2dQMluo,6,,9.04414E+17
1331446,@YNS661 Ø§Ù„Ù„Ù‡ ÙŠØ³Ù„Ù…Ùƒ ÙŠØ¨Ùˆ Ù†Ø§Ø¬ÙŠ ðŸŒ¹,6,,9.04958E+17
141507,Craving all types of food rn :((,6,,8.94393E+17
1455336,Bike don't have tiddies nigga tf is a girl bike https://t.co/wZlgjgxYSC,6,,9.06215E+17
851597,ðŸ˜‚ðŸ˜‚ https://t.co/DLL9pPKaCa,6,,9.01444E+17
1130569,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/AqIZofxT10,6,,9.03123E+17
259821,i want a new set of nails man :(,6,,8.95554E+17
1565648,Never snitch never fold under pressure,6,,9.0737E+17
1121098,@LuisHuertaPomp no sabes cuÃ¡nto estoy esperando para volverte a abrazar ðŸ˜©,6,,9.03072E+17
1192831,Hey thic kween https://t.co/QEX09k6dBP,6,,9.03697E+17
1143127,Issa good day,6,,9.03291E+17
1445150,Finally another black girl lmao ðŸ’–ðŸ˜ https://t.co/CxGoQgW2P2,6,,9.06062E+17
308395,You'll Love What's Inside! ðŸ˜ðŸ˜ðŸ˜ -StarHunter- @SpaceJamEJuice Natural and Artificial Peachâ€¦ https://t.co/G8DOUSDixM,6,,8.96092E+17
272663,@Tee_Taap Lol you're more than welcome ðŸ¤“,6,,8.95733E+17
927373,@sydneyychitmon lets take them all in https://t.co/jOjct7rrMo,6,,9.01892E+17
840443,THE TIME I GOT THIS TEXT THIS WAS LITERALLY ME https://t.co/emT5P9jVxa,6,,9.01292E+17
160274,I be trynna tell that nigga mell hop his ass ina stu nigga don't be listenin ðŸ˜‚ðŸ˜‚,6,,8.94625E+17
178157,Legit cannot even fathom how cute this is. ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ https://t.co/JeH3O1gJzn,6,,8.94761E+17
745335,@newtgingrich Hate it Trump has such a limited vocabulary until I think how Ivy League with sophisticated vocab has screwed u,2,,9.00497E+17
397464,BITCH WHAT THE ACTUAL FUCK https://t.co/PK1BgM2GoP,6,,8.96974E+17
1916666,It won't be easy but it will be worth it! https://t.co/9Lj2igJbBu,6,,8.91314E+17
1605760,@clessssssss Of course boo lol,6,,9.07774E+17
545211,If you plan to make a special someone your bf/gf and you find out they have a kid would you still do it?,6,,8.98406E+17
64887,#mariogerussi #houston #houstonphotography #texasphotography https://t.co/VCIX92pXhL,6,,8.93565E+17
135533,hoping this year is better then the last 4,6,,8.94353E+17
1651261,H18BD to my fav twins!! Don't know what I would do without y'all ðŸ’•ðŸ’•ðŸ’• have the best day !!! https://t.co/DcEX4nMk4Q,6,,9.08291E+17
954045,Glad I was with my friends through this. All our cars are still tragically together under water.,6,,9.02004E+17
1571932,YASSS ASUKA TO #Raw,6,,9.07419E+17
1702467,Well I do feel better,6,,9.08801E+17
567802,We're so happy to have you here at @stthomashouston #UST21! #WeAreCelts #WelcomeToUST #CeltFamily https://t.co/DuyqXdhbP8,6,,8.98667E+17
751133,@nicolemariieeee Thanks ðŸ’‹,6,,9.00539E+17
1895324,@gabrielsuxxx eu sou,6,,8.90336E+17
128758,The Struggle getting Hard But Why Complain ! We Gone Make It -@Fnm_Scoota,6,,8.94295E+17
520468,This is absolutely terrible. My heart and prayers go to the people impacted by the apparent terror event in #barcelona #spain ,6,,8.98221E+17
1454161,@josephgarrid0 https://t.co/vZiqD8tu1Q,6,,9.06206E+17
1894722,@bCaraway10 Now switzer really got prove himself lol for real. I hope dez show out,6,,8.90316E+17
1152926,It's been awhile since I've posted a skyline photo. Considering the week we are having I thinkâ€¦ https://t.co/JKOTQ6DCOH,6,,9.03363E+17
539938,I have so many questions ðŸ˜­ðŸ˜­ðŸ˜­,6,,8.98373E+17
1357984,Well looks like Shane/KO at #SurvivorSeries #SDLive,6,,9.05236E+17
1251324,Ima need a boo to watch these with ðŸ˜¤ https://t.co/ZL47PRjsdo,6,,9.0419E+17
750900,I kinda want to do somethimg rn,6,,9.00537E+17
27390,Time wastedðŸ¤¦ðŸ½â€â™‚ï¸,6,,8.93185E+17
367284,I just need to sleep for like 15 consecutive hours bc I'm still so exhausted ðŸ˜©,6,,8.96746E+17
746223,@hellosarahurie this has happened to me i spent like 20 min on eyeliner and just wiped it off and started crying https://t.co,6,,9.00504E+17
1115459,WHOOOOOOOOOOOO! https://t.co/pdwTyGseKD,6,,9.03035E+17
1672051,How many companies accommodate caregivers with flexible schedules? @Tejasimo representing #AARPHouston at @HispanicHouston cha,6,,9.08486E+17
736415,ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ https://t.co/IZ6BqrfxAt,6,,9.00421E+17
1847293,@TannerRozay Minor setback for a major comeback,6,,8.88196E+17
1053887,ðŸ’¯ https://t.co/jWrxWUw68I,6,,9.02617E+17
210992,Oh noooo @RobboBen #AnimalKingdom,6,,8.95096E+17
663519,Currently in Houston... #SolarEclipse2017 https://t.co/Al4eghMRSF,6,,8.99692E+17
1068466,Nah I'm good ðŸ¤˜ðŸ¾ https://t.co/TAPwUjmP6o,6,,9.02689E+17
1898854,Play with the gang you get slaughtered quick! ðŸŽ¶,6,,8.90445E+17
1907745,Up to 40% Off at Burger Theory https://t.co/PhcRhdAKGa,6,,8.90879E+17
973713,Ok there's more water in alvin than there is in freeport wow. â˜¹ï¸,6,,9.02175E+17
1432196,I'm starving ðŸ™ƒ,6,,9.05961E+17
275356,I hate them https://t.co/4L6K3ydYL9,6,,8.95756E+17
346004,#Preciosa #buenotota #puroamor AMIGA TE QUEREMOS @LaWanderslover https://t.co/P3S1sSafrt,6,,8.96486E+17
1128687,"""Only time I feel pain is when I feel in love"" ..",6,,9.03112E+17
181512,Call her D tf @daniela_hdz11,6,,8.94784E+17
1010832,Baby blanket fuzzy https://t.co/EXGHYoq20V,6,,9.02342E+17
1263904,@Teebeutelrest @tania_nicolee @GlogloWilliams @Brittanydusooo @Oli718 @KathleenLights1 NO if u donâ€™t have black in your bloodl,6,,9.04373E+17
442689,60% Off Women's Haircut and Blow Out https://t.co/ZavWrnJB8D,6,,8.97485E+17
1879415,One of the best parts of my job is providing professional development to old friends. #IronSharpensIron @AvaDickerson https://,6,,8.89624E+17
703029,This chick is such a slob. https://t.co/nGBzb4vl6h,6,,9.00093E+17
449316,ðŸ·ðŸ· (at @ShakeShack in Houston TX) https://t.co/bDeMML5OcX,6,,8.97537E+17
704900,Goodbye Houston as always had a great time with the family see you all very soon!â€¦ https://t.co/oQpFSXam1w,6,,9.00109E+17
1218084,@AG_116_ Most places are closing early ðŸ™„,6,,9.03868E+17
381558,@itsamarionjames No problem ðŸ˜,6,,8.96864E+17
1310162,Issa good life,6,,9.04803E+17
1896204,Lmaooo. Jesse fucking Lingard ðŸ¤¦ðŸ¾â€â™‚ï¸ðŸ¤¦ðŸ¾â€â™‚ï¸ðŸ¤¦ðŸ¾â€â™‚ï¸,6,,8.90365E+17
950629,God Bless TexasðŸ‡ºðŸ‡¸ https://t.co/KfAwuLnkg7,6,,9.01992E+17
1025750,TEXAS LOVES YOU ðŸ˜šðŸ˜š https://t.co/aGtpDXznUO,6,,9.02399E+17
1549765,Walking into this new work week with purpose poise and positivity! This new @anntaylor look isâ€¦ https://t.co/3LHv1qgc0Z,6,,9.07208E+17
1726887,I love this so many amazing departments to tag y'all deserve so much!! https://t.co/ehw1YUC1Y2,6,,9.09115E+17
1414940,It's so sad to notice how much hate there is in the world and even more sad that our own president is apart of it all.,2,,9.05812E+17
7287,https://t.co/L9gQtBuAvB,6,,8.92946E+17
780383,"Dad: ""good thing we have boxes of alcohol at the house just in case we run out of water""ðŸ¤¦ðŸ½â€â™€ï¸",6,,9.00839E+17
562040,The stupidity. Th sheer stupidity. https://t.co/I68hOlYmU5,6,,8.98618E+17
1258139,I would do horrible things for a bacon cheeseburger right now,6,,9.04247E+17
1483841,why u runnin from me bitch I adore u,6,,9.06546E+17
1071405,lol umm https://t.co/VVAhlFEVBa,6,,9.02702E+17
598878,AN aprobÃ³ desconocer que ilegÃ­tima constiyente asuma sus funciones https://t.co/gxtQFcox17 vÃ­a @elnacionalweb. Eco Venezuela.,6,,8.99009E+17
1223640,What????ðŸ¤¢ðŸ¤¢ðŸ¤¢ðŸ¤¢ https://t.co/NNSjZrJQok,6,,9.03993E+17
1081489,I just want to hug my family members. I miss them.,6,,9.0275E+17
67161,Happy #ObamaDay!,2,,8.93584E+17
703852,Charlie Laffer Fan Club in full effect!!! https://t.co/INhgJF2wMY,6,,9.00099E+17
217301,@_cmervin I got a type ðŸ˜‚,6,,8.95137E+17
544068,i miss snorting coke off my phone ðŸ˜©,6,,8.98399E+17
371081,@fvizs This is true.,6,,8.96782E+17
1613748,Sorry should've said Voolander https://t.co/mOAHlZBSAP,6,,9.07827E+17
1491148,I swear I don't feel like going to work today or tomorrow,6,,9.06609E+17
201599,Damn ðŸ˜‚ https://t.co/mMNopOE1hB,6,,8.95022E+17
617669,Pedo alv,6,,8.99169E+17
1445860,Im n the trap,6,,9.06091E+17
1721141,Gotta cancel everything today ðŸ˜’,6,,9.09058E+17
1087040,â˜¹ï¸ https://t.co/cUHiFH7MuG,6,,9.0278E+17
1599743,ESPN be on that bs fr  this really disrespectful af https://t.co/gZgv4HLaQl,4,,9.07724E+17
1906955,We can cry together https://t.co/SUSVORV8OT,6,,8.90804E+17
941497,Vma's just started,6,,9.01958E+17
1879203,ðŸš®ðŸš® https://t.co/JafFAGyp0S,6,,8.89616E+17
1069153,Hahaha that kitty's name is Ham https://t.co/dfND5Z6G3c,6,,9.02692E+17
224427,i want waffle house ðŸ™„,6,,8.9524E+17
1403632,Luv is Rage.,6,,9.05643E+17
708476,this weekend* https://t.co/L0a68ovqok,6,,9.00137E+17
1761605,Lol @ last night when jauz kept press the co2 button right after he would rip a massive cloud into the air hahaha,6,,9.09492E+17
359497,I'm sorry however your community and culture and stupid comments like this are the foundation of your problems ! Try reading p,6,,8.96594E+17
1697806,POP SOAP All Natural Handmade Vegan Soap #soap #popsoap #allnatural #handmade #vegan #skincareâ€¦ https://t.co/AIgr22Zytf,6,,9.08758E+17
1160150,Ain't shit to do,6,,9.03414E+17
1794239,I can't. I just...can't. https://t.co/mzgYwgoha6,6,,9.09837E+17
634298,"""Hey! You wanna go to the Texans game???""You know damn well you taking her to a preseason game. ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/lXZac6eN",6,,8.99394E+17
1268810,I'm at Costco Wholesale in Houston TX https://t.co/qp1Q5Uqtg9,6,,9.04413E+17
1760794,Lyric Needs To Mind Her Business Hell ðŸ˜‚,6,,9.09486E+17
152365,Rain â˜”ï¸ in the forecast all day.. it may be take your PS4 to work day for me today ðŸ¤”,6,,8.94546E+17
106297,Lol thatâ€™s cute ðŸ˜‚,6,,8.94014E+17
728309,sitting by yourself on a plane ðŸ™ŒðŸ½,6,,9.00346E+17
790164,Hopefully @KPRCBritta is getting some rest. She was responding to tweets in the middle of the night and was back at it first t,6,,9.00903E+17
51751,MDD OKs myriad park projects https://t.co/G0tagk5M3U,6,,8.93396E+17
1008976,bitch can't get a penny ðŸ˜‚ðŸ˜‚ https://t.co/CeXJ4wfbdx,6,,9.02335E+17
431397,Carefully orchestrated distraction as NSA specialist announce the Democrats were not hacked by Russia. https://t.co/iYtb9pu8KE,2,,8.97311E+17
288520,im saying https://t.co/589RQ4lZgg,6,,8.95853E+17
738061,Yazzz https://t.co/p6dtmaDiuY,6,,9.00436E+17
1024254,By the looks of it we all gonna be walking to our destinations after this hurricane is over.,1,,9.02393E+17
1790811,https://t.co/zH4qdi3dc9 James O'Keefe. .interesting video. .leftist r insane,2,,9.09807E+17
1867810,American Dad tries too damn hard don't @ me,6,,8.89135E+17
35538,Memories ðŸ˜­â¤ï¸,6,,8.93254E+17
781671,I don't think I've ever met anyone more selfish in my life,6,,9.00848E+17
589236,I can't stand a kitten heel https://t.co/jrn7Y94b7u,6,,8.98921E+17
825723,My niece feels the same as everyone she's freaking out!!! #HurricanHarvey #harveyhurricane #Harvey2017 @abc13houston https://t,1,,9.01218E+17
503358,Fm 2025 Cleveland TX 77328 $275000 https://t.co/kUrmjbSjlA,6,,8.98013E+17
898292,My poor nephew https://t.co/Cle0dJXozP,6,,9.01692E+17
1533031,@JcanBrownin OMG! You're in FL!! Praying for you and your family! We just went through #Harvey so I understand how you're fee,1,,9.07019E+17
1664378,Hi guys I'm her roommate and I'm a cancer ðŸ‘ðŸ¾ https://t.co/g4BIzQY9e2,6,,9.08423E+17
1572019,I'm watching at baller wives like ðŸ˜«These bitches is old rich and messy ðŸ™„,6,,9.07419E+17
280714,She know my son is the only priority I have on my plate and I'll do whatever for the kid but it's some poor communication goin,6,,8.95799E+17
6576,Girlfriends really be doing the most when you don't answer the phone,6,,8.92941E+17
1013676,@KeatonPierce Thank you K. ðŸ–¤ It is very much appreciated.,6,,9.02353E+17
1320009,Paid in Full one of my favorite movies,6,,9.04882E+17
8076,Beat ya bitch face up,6,,8.92951E+17
773529,It's official. #TropicalDepressionHarvey has been updated to Hurricane Status. A HURRICANEâ€¦ https://t.co/XQkBzYeeUq,1,,9.00787E+17
250358,Drinking a Hop Gusher by @SpindleTap @ Post Wood Pool â€” https://t.co/WHesJEdX08,6,,8.95473E+17
588002,Nah I just wanted to live in the moment. https://t.co/tfrkxluUSg,6,,8.98905E+17
502686,Boy I just got so plexed,6,,8.98008E+17
1426282,Drove all the way to Magnolia for a Bank of America to find out it closed an hour agoðŸ™ƒ,6,,9.05913E+17
124333,@KentMurphy @chorn2269 @jackmconlon lol,6,,8.94258E+17
533549,Back in Creo class all week. Been learning so much! I'll be a mechanical designing force to beâ€¦ https://t.co/9Q3NTSO4LV,6,,8.98326E+17
1745755,I see why Nebraska and Ohio State got rid of Beck. Trash. He can't even call plays for little league.,4,,9.09268E+17
58818,"""Don't believe something ain't meant to be until you give it everything and still fail""",6,,8.93515E+17
949331,God bless him thank you for helping my city @KevinHart4real https://t.co/euofd45wgc,6,,9.01987E+17
871110,James loves playing with his new Thomas the Tank Engine Trackmaster Sky-High Bridge jump setâ€¦ https://t.co/njhON6Y2ic,6,,9.01576E+17
1526008,OPEN HOUSE TODAY !!!SUNDAY SEPTEMBER 10 2017 (2P-4P)Hosted by Sandra Paul.$395k5731â€¦ https://t.co/V7epZRXLJ1,6,,9.06964E+17
1704070,YES https://t.co/8R6g5wG4iR,6,,9.08816E+17
613120,I'm a proud black woman â—ï¸,6,,8.99121E+17
8408,Today has not been my day,6,,8.92953E+17
352272,usa people will be happy if they may eat ones a day without  usa wars around the globe!,6,,8.9654E+17
1915256,Because you saw Castro without context and ignored Malcolm X and the hat. Read the book and you'll understand https://t.co/THn,2,,8.91179E+17
134224,Humps? https://t.co/DpBhI9ira8,6,,8.94342E+17
410424,God always comes through ðŸ˜Œ,6,,8.97159E+17
600842,DO NOT LET YOUR PETS OUTSIDE DURING THE ELCIPSE. IT WILL HURT THEIR EYES! They could suffer from retinal damage including blin,6,,8.99027E+17
1684942,Issa mistake ðŸ˜’,6,,9.08562E+17
1006285,yes yes yes. https://t.co/3XBDMiPgVA,6,,9.02324E+17
1073689,My b-day koming to a end,6,,9.02713E+17
1340098,Feelings change like the seasons....,6,,9.05103E+17
1216350,Yea bro they not supposed to be baggy like that https://t.co/2ed7s36C40,6,,9.03854E+17
1784199,You rather me punch yo ass or yell at you lol https://t.co/Q9wMzXrXp4,6,,9.09669E+17
463973,@TheRaDR @TrumpsTaxes â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,2,,8.97644E+17
342214,wanna go to the movies tonight,6,,8.96454E+17
704339,I'm ready for next week tho â˜ºï¸ðŸ¤—,6,,9.00103E+17
671277,Amazing how just one person can ruin your entire fucking day,6,,8.99751E+17
563026,Remember when Brie Larson lipsank to metric in scott pilgrim and it was fucking awesome,6,,8.98626E+17
1370580,My birthday is Sunday this weekend is gonna be so greatðŸ˜,6,,9.05307E+17
1128683,Getting a 3.6 or higher on my GPA https://t.co/4u8TCXaTZC,6,,9.03112E+17
1404916,tomorrow ima stay in bed all day f the gym,6,,9.05652E+17
485470,Wouldn't mind you having a seat on my faceðŸ¤·ðŸ¾â€â™‚ï¸,6,,8.97882E+17
218582,Fuck I'm tired asf man,6,,8.95146E+17
1154557,Yo mcm bussdown Rolex fake,6,,9.03375E+17
528903,#installationart #streamers #grb #publicart #breezy #sun @ George R. Brown Convention Center https://t.co/utJY5CS279,6,,8.98288E+17
252245,@iamwilliewill https://t.co/bxO7x8P60M,6,,8.95485E+17
1244151,@_marissalyn We can do it,6,,9.04144E+17
647670,@NotaBoyy fb ðŸ™„ðŸ™„,6,,8.99483E+17
1731141,HAPPY BIRTHDAY RAVEN!!!! @glamorusglad,6,,9.09152E+17
136787,TEXAS TAKE NOTEEEEE https://t.co/l320EadImv,6,,8.94364E+17
1700577,At my job there's a NEON LIGHT for the rr &amp; ppl will come all the way back to the front look outside ask me then compla,6,,9.08783E+17
309886,Mood: Alaska throwing a tantrum,6,,8.96105E+17
1172852,Moms and Dads wipe down those playgrounds! https://t.co/O9MMp2j1Zm,6,,9.03481E+17
68507,Child support getting heavy,6,,8.93596E+17
910192,I'm mad dabðŸ˜‚,6,,9.01822E+17
573357,I need some inspiration,6,,8.98712E+17
401599,i felt this. https://t.co/7KWS2YTUV9,6,,8.97073E+17
1633920,@ChrisDuel 1-4 vs LA Tech won first year in CUSA 2013,6,,9.08091E+17
1273724,I'm like do u know if it's a Walmart over there this bitch said walmarts everywhereðŸ˜‚,6,,9.04454E+17
180649,A wonderful day https://t.co/Pmg5DQX4BV,6,,8.94778E+17
415943,@JeffreeStar Are you just as guilty of doing it if you know about it and do nothing to stop it....ðŸ¤”ðŸ¤”,6,,8.97203E+17
1727405,Calling #Trump a #WhiteSupremacist does not make him a #WhiteSupremacist.#Trump BEING a #WhiteSupremacist on the other hand,2,,9.09119E+17
1507256,@katiengyen  https://t.co/Xo6BarRuVG,6,,9.06744E+17
1300655,My neck of the woods ðŸ¤¦ðŸ½â€â™€ï¸ðŸ˜£,6,,9.04726E+17
1549652,I can't go back to sleep,6,,9.07205E+17
141012,Who goes and nicknames them selfs wifey and hubby on fb bitches be forcing,6,,8.94391E+17
1445949,ë‚˜ëž‘ ë°ì´íŠ¸í•˜ëŸ¬ ê°ˆëž˜? @JYPETWICE @jypnation #TWICE #Tzuyu @JYPETWICE_JAPAN,6,,9.06097E+17
596207,"""Get yo mf ass out"" ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/W4vM0nRvAi",6,,8.98985E+17
81425,@LionelRichie @MariahCarey  You Ain't Gotta Go Home But You Gotta Get Outta Here......#GreatShow https://t.co/E6mIXwL5Fg,6,,8.93701E+17
1621227,I love you homie https://t.co/Xm8TS9MoPe,6,,9.07975E+17
1555243,Closing time with a long time friend who happens to be my realtor hookemfan85! Thankful for hisâ€¦ https://t.co/IkkjPd11tH,6,,9.07272E+17
1857224,Time for some @DCI @Bluecoats @TheBlueDevils @Crossmen @CarolinaCrown @scvanguard @TheCavaliers @TheBlueKnights @PhantomRegime,4,,8.88586E+17
122847,#NewProfilePic YUH! https://t.co/G9IZBLBPdC,6,,8.94246E+17
1904316,Great new book from @markaclark love what God is doing through Mark. https://t.co/fgSc2dXxSi,6,,8.9072E+17
1492534,Marilyn in cozy sheets â¤ï¸ @ Houston Texas https://t.co/Ebm0k2Acwa,6,,9.06622E+17
757649,Jagged Edge- Walked outta heaven &gt;,6,,9.00579E+17
1828116,@rebelsunvox https://t.co/OI8KEit2TF,6,,8.87422E+17
989418,@peterdaou  https://t.co/Rtu2iJyGoc,6,,9.02249E+17
933412,ðŸŽ¶Weell it's floodin' down in TexaassðŸŽ¶ðŸŽ¶Aaalll of the telephone lines are downðŸŽ¶,1,,9.01919E+17
1886342,You can literally feel ya energy being drained when you around people you shouldn't be around,6,,8.89936E+17
1331056,finger lickin finger lickin finger lickin,6,,9.04954E+17
600543,If You saw j cole last night. Fuck you.ðŸ˜’,6,,8.99024E+17
1358378,@thewizardofbaz The ability to bless others after they've blessed you so richly never gets old. First of many mom!,6,,9.05238E+17
810694,#STEAM!!!! https://t.co/NOTM4vj6Hu,6,,9.0112E+17
760789,ðŸ˜‘,6,,9.00611E+17
708276,Healthy IT Crowder arguably makes Cavs better for 2017-18. This pick makes it hard to turn down for Cavs I think https://t.c,4,,9.00136E+17
585748,ðŸ˜© https://t.co/VAnbdmE3oK,6,,8.98831E+17
1727402,@KimmiOsborne  https://t.co/I05bzj7wcE,6,,9.09119E+17
719497,girls just don't like seeing other girls getting exposed but when it's them talking about guys or exposing guys nobody tells ,6,,9.002E+17
1720860,Why did I wake up at 6:30? ðŸ˜­ðŸ¤¦ðŸ»â€â™€ï¸ I just want to rest.,6,,9.09054E+17
1292393,lol when you don't see eye to eye with somebody.... it's pointless!,6,,9.04576E+17
546523,Se la mamo lmfaooooðŸ¤¢ðŸ˜‚ðŸ˜‚ https://t.co/Fs3yyiWY6J,6,,8.98416E+17
678498,Thanks girl!!! ðŸ’• https://t.co/h8ZGUd4qqG,6,,8.99809E+17
66223,bruh i'm too young and too stressed to be out here having babies and their fevers.,6,,8.93576E+17
178060,She's so preciousðŸ˜© https://t.co/fZR0Ei5E0K,6,,8.9476E+17
654752,#Repost @majic1021 (get_repost)ãƒ»ãƒ»ãƒ»#Repost @thebassman102Awesome back to school jam great jobâ€¦ https://t.co/QcEwI0erfS,6,,8.99606E+17
572183,@kur00d MY BEAUTIFUL GIRL ðŸ˜,6,,8.98703E+17
759166,They say they key to a woman heart is to cook for her  but im in the mood for some cheddars she'll be iight,6,,9.00591E+17
1704124,I swear ima slap tf out this lady,6,,9.08816E+17
1305063,#ITried ðŸ–•ðŸ½#Video #UpNext #17Summers #Linkinbio #TaxFree @ Third Ward Houston https://t.co/F62caPJAzo,6,,9.04763E+17
1260264,Texas: That was embarrassing UNLV: Hold my beerBaylor: Hold my Dr. Pepper,6,,9.04324E+17
722913,@Alvaro_9711 WHY ALVARO WHY,6,,9.00225E+17
1593430,The iPhone is my phone to my exit. #AppleEvent #AppleiPhone8event â˜ï¸âš¡ï¸,6,,9.07673E+17
886483,Why does he look like he's about to shoot up a corner store?,6,,9.01658E+17
1567400,I canâ€™t tell a lie https://t.co/5mv983nn7q,6,,9.07386E+17
1690022,@5hampton5 @BostonJerry @kathrynferreira We're asking to have EXACTLY THE SAME THING our parents had even though economic gro,6,,9.08688E+17
1253930,SomlðŸ˜žðŸ˜£ https://t.co/rHMUKzDrOw,6,,9.04208E+17
992806,#houstonstrong #texasforever https://t.co/WZiJxTDfLX,6,,9.02263E+17
92721,And at your hardest times you'll know who's actually there for you.,6,,8.93887E+17
511213,#FreeMyNiggaCaesar,6,,8.98069E+17
1813009,We â¤ï¸ our patients; especially when they #smilenorthshore with beautiful pearly whites ðŸ˜ @â€¦ https://t.co/W4wtUsR9Z1,6,,8.86751E+17
598083,#judge #nice #sweet #texas #gun @ Katy Texas https://t.co/nbHhkIu63l,6,,8.99002E+17
502559,@ohgoshmadisyn cathy :),6,,8.98008E+17
1744134,He can get GGG out of there if he lets his hands go,6,,9.09263E+17
334958,Bro doesn't do anything to anybody he just chill and be funny that's messed up https://t.co/oD1IkQWLmp,6,,8.96395E+17
1105883,@allstarcharts Buying $CY. Great chart.,6,,9.0297E+17
472457,Pot it's the kettle calling.  You're black. https://t.co/sShOTExofd,6,,8.977E+17
1416033,Meet me todayyyy ðŸ¤—ðŸ¤—ðŸ¤— https://t.co/vz1UWQQwgZ,6,,9.05822E+17
560130,"""He sold his shamelessness as fearlessness and his charlatanism as charisma and people believed"" Bret Stephens on Trump's 20",2,,8.98603E+17
1527554,He just call me a fuck up because THEY got his order wrong. Nigga what,6,,9.06974E+17
1449889,1. This is great 2. Itâ€™s still weird thinking of Obama as our â€œformerâ€ president 3. 41 doesnâ€™t have much time left :/4. I m,6,,9.06167E+17
597402,@agsuccc @ItsKlarissa_ #TRUTHTUESDAYS (5102 Washington Ave)+FREE ENTRY#HAPPYHOUR 9P-11P $5 U-CALL-ITS+$20 HOOKAH+$2 TACOS+$3,6,,8.98996E+17
1126826,Y'all b ugly af smokin' y'all skimp ass blunts on snap,6,,9.03102E+17
1185724,Never stick around &amp; see shit change...,6,,9.03646E+17
1116023,We had an incredible team of about 50 Dream Teamers show up today in Rosenberg TX to jump inâ€¦ https://t.co/TDi0ZXvktZ,6,,9.03039E+17
104903,Apparently I can't get another dog because he wants to get the last one together ðŸ˜©,6,,8.94002E+17
1150907,Real talk ðŸ˜‚ https://t.co/q9L7tigTeI,6,,9.03346E+17
1720172,us @ work lmaoo @themijita https://t.co/QWEzxdCG3F,6,,9.0904E+17
361192,Say Soledad! https://t.co/lv73Kxx9Si,6,,8.96607E+17
1674203,@seperticoklat Same!! I just got Everest a cowboys jersey and like three new toys so I'm just as bad lol.,6,,9.08499E+17
1351092,LMAOOO https://t.co/KHCWelpT65,6,,9.05187E+17
29269,"""Yo soy buena persona pero tampoco me dejo de cualquier pendejo""",6,,8.932E+17
53952,"Sometimes you jus outgrow people even your closest ""friends"" will feel diff and distant .",6,,8.93463E+17
283839,5 by 5's &gt;&gt;&gt;,6,,8.95823E+17
250529,My #TeenChoice vote for #ChoiceSciFiTVActor is Ian Somerhalder â€“ â€œThe Vampire Diariesâ€,6,,8.95474E+17
