,Text,Topic 1,Topic 2,Spanish?,X.M.._twitter_id
412353,Does everyone not know what the fuck to do in life or am I the only one? ,6,,,8.97174E+17
1419247,Thank you to John Kunz &amp; @WaterlooRecords for feeding the Cactus crew w/ sandwiches from the Houston's legendary Antone's Po-Boys. â¤ï¸y'all! https://t.co/HfUW1p4qj1 ,6,,,9.0585E+17
1676058,"I shall not fear no man but God, as I walk through the valley of death ",6,,,9.08507E+17
115566,@TheKayke That was a question lol ,6,,,8.94099E+17
876809,Sad https://t.co/rumDj4LVD7 ,6,,,9.01611E+17
553551,How nice to start your day with a beautiful message for all the people you love and respect. âœ¨ #Friends ,6,,,8.98547E+17
1888614,just hit me again. ðŸ˜ž ,6,,,8.90019E+17
600455,So early https://t.co/2G5fQrRNiz ,6,,,8.99023E+17
1129562,@PHUZface https://t.co/p1RhA7Zof7 ,6,,,9.03117E+17
160962,JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA ,6,,,8.9463E+17
771047,Pussy or the money ,6,,,9.00769E+17
25841,I hate when I'm sleeping so good and my flinching  wakes me up ðŸ˜¡ ,6,,,8.93173E+17
658026,"What to do with leftover pork belly? Pork Belly Vatapa!  Accent on the last ""a.""â€¦ https://t.co/0A0brbFehs ",6,,,8.99647E+17
1373985,"I'm half bored, half stressed ",6,,,9.05386E+17
353964,lmaooo he think he smart https://t.co/Ech1M8aNam ,6,,,8.96553E+17
1601976,"There's a difference between being liked by a nigga and being valued by a nigga. A lot will like you, not many will value you. ",6,,,9.07745E+17
1602251,Oh Jesus https://t.co/ywoIpLaZpX ,6,,,9.07747E+17
411998,@ShaBrielleG I say tf I want ,6,,,8.97171E+17
376240,@bretterlich Dark Money by Jane Mayer ,6,,,8.96824E+17
1740942,My kid got CLASS https://t.co/GT0ZZsS99B ,6,,,9.0924E+17
569800,Literally been @ work since 7 I'm done fa ,6,,,8.98684E+17
1817207,#forsale #anjadrewesproperties #newconstruction #forrent #samhouston #sugarland #sugarlandtxâ€¦ https://t.co/GpNfpI3iUl ,6,,,8.86979E+17
1813487,@Acosta Them Starr practicing honest unbiased journalism Jimbo!! ,6,,,8.86765E+17
1780614,"courtney is safe with me, while grabbing booty.  #90dayfiance ",6,,,9.09629E+17
1528791,@joeytheclub @PayneNFL @SportsRadio610 Ha!  No. I paid big money to be here and brought two to their first NFL game. Horrible product. Coach is the main problem. ðŸ‘ŽðŸ˜« ,6,,,9.06982E+17
700023,"Stick to coffee @Starbucks , don't ruin the sacred art that is sushi https://t.co/p7wzKmv0Af ",6,,,9.00067E+17
880851,Getting struck by lightning sounds Elect-errific.....i'll leave ,6,,,9.01632E+17
1493609,too many ppl at this mf mall ,6,,,9.06632E+17
379370,Pique is ass asf ,6,,,8.96848E+17
1573716,ðŸ’€ðŸ’€ðŸ’€ðŸ’€ https://t.co/JqqViYEeH1 ,6,,,9.0743E+17
1523161,lmao at this point it's not even worth it https://t.co/Cm6ARf5tO0 ,6,,,9.06951E+17
295985,You can thank me now ,6,,,8.95938E+17
1395767,mom: ur ice cream is gonna meltme: donâ€™t tell me what my ice creams gonna domy mom: https://t.co/WlgDnc7m6w ,6,,,9.05592E+17
396595,This weeks meal prep only took an hour out of my night and it was a lot easier with my prep buddy! ðŸ¾ what does your lunch look like? https://t.co/jK5RFfTCQF ,6,,,8.96967E+17
1541100,ANTHONY BROWN ,6,,,9.07075E+17
989544,Certified nurses and social workers needed @ GRB https://t.co/4XyngyAaiY ,6,,,9.02249E+17
630281,@LilPatDaTruth when my ankle heal https://t.co/lhHfV4qYcS ,6,,,8.9936E+17
1466853,My job tryna pay for our transpo &amp; hotel to work at the Dallas location for a month! ðŸ˜³ Harvey must've completely ruined the office ðŸ˜“ ,1,,,9.06318E+17
102654,i lurk so much and always get my feelings hurt but I can't stop doing it https://t.co/JFtZ81Ox7p ,6,,,8.93979E+17
1061776,Really really hope I can't make it to my doctors appointment Thursday ,6,,,9.02658E+17
639705,#takeoff @deadend_redd performing #BigmoeBlockParty @ Downtown Houston https://t.co/QWfGPJdbYx ,6,,,8.99437E+17
408161,Thisâ€¦ â¤ï¸https://t.co/0gGwXJfqZi ,6,,,8.97142E+17
767752,We let the men of this world wage war and organize hate crimes because they're feeling down about dick size. Smh. ,6,,,9.00744E+17
479283,@jbouie @tedcruz You must speak up and speak out against Trump and his white nationalism.  This is disgraceful. ,2,,,8.97832E+17
1844505,OJ FREE YURRRRRP ! ,6,,,8.88112E+17
231321,#leaderseatlast Have some time to get to know each other. Build a personal relationship-let them lead &amp; share their ideas. Listen w/ intent https://t.co/WtV9OScEJ6 ,6,,,8.95329E+17
963995,@M31issaa They're suppose to play Walters in Houston next month hopefully houstons back up and running by then ðŸ˜ž ,6,,,9.02044E+17
1306259,So happy to be off tonight ðŸ˜‡ ,6,,,9.04772E+17
1127395,This looks just like Ella when she was a baby ðŸ˜»ðŸ˜­ https://t.co/Z7uONmD5Tb ,6,,,9.03105E+17
1782407,"@briaxxxo Happy Birthday baby , have an amazing day I wish the best I love you â¤ï¸ ",6,,,9.09645E+17
1321511,Its Finna be a breeze. https://t.co/0sr6kBmAmN ,6,,,9.04892E+17
1391409,"Chief @ArtAcevedo, @cohoustonfire appreciates the #teamwork &amp; steady leadership of PD&amp;FD field officers. More left to do #FinishStrong! https://t.co/YeKAvsTrOa ",6,,,9.05558E+17
1209626,Lmao! https://t.co/RwowuZVWRs ,6,,,9.03815E+17
143507,@Lovelyasssss Happy Birthday. ðŸ˜ðŸ˜ ,6,,,8.94406E+17
103981,"Surgery went well, hoping to go home in the next couple of days. Thank you everyone so much for all the prayers â¤ ",6,,,8.93993E+17
990814,I'm finna practice getting on top of  the roof just in case ,6,,,9.02255E+17
30709,Me af ðŸ˜‚ðŸ™„ https://t.co/zdr8TZ4lNW ,6,,,8.93212E+17
1861592,The New Versace Cat Eyes for Women. A black front with red accent on the back. Gold temples withâ€¦ https://t.co/MtXLfpe5In ,6,,,8.88832E+17
896033,non of that fake shit surprise me any more ,6,,,9.01681E+17
576716,My heart is so happy. ,6,,,8.98736E+17
1851105,Houston TX Fri Jul 21st AM Forecast: TODAY Chance Of T-Storm Hi 95 TONIGHT Chance Of T-Storm Lo 79 ,6,,,8.88385E+17
1730284,Drink of the day:  #Manhattan  Yikes! ,6,,,9.09145E+17
1532763,Check out this item in my Etsy shop https://t.co/H1uQjhE69J ,6,,,9.07016E+17
1022194,Better think twice if you think bout crossing me .. ,6,,,9.02385E+17
354777,That's it..? Lol ok ,6,,,8.96558E+17
704099,ELECTIONS have CONSEQUENCES https://t.co/79C4bR6b7S ,2,,,9.00101E+17
1335499,#OhFutureBright https://t.co/96lf1fqfOB ,6,,,9.0506E+17
682167,@PlexWashington_ Not that easy ,6,,,8.99832E+17
438335,@BambiRenea I feel like the girl on the left is what you would look like with blonde hair and I think you should do it https://t.co/buO3yMLjoT ,6,,,8.97431E+17
955083,I can't stand ungrateful people. ,6,,,9.02007E+17
1926306,Why does it look like she always has a headache though https://t.co/bDqLUzuF5Q ,6,,,8.91733E+17
566214,Iâ€™m rejoiced knowing I gave you a taste of your own water ðŸ˜œ ,6,,,8.98653E+17
869055,"@dfsnole Been fortunate so far, the outer bands have mostly missed us since this morning. It's darkening now so I think our luck is about to run out. ",6,,,9.01562E+17
1250349,Me sat night in Austin @jenvislocky https://t.co/C6RAc5q7XA ,6,,,9.04183E+17
400904,I don't feel like work today ,6,,,8.97056E+17
107759,I've never been so dead yo ,6,,,8.94026E+17
242099,But watch when I blow up ðŸ˜‚ https://t.co/8Jr8ftJMRx ,6,,,8.95418E+17
951793,None of them lmfao https://t.co/BsTYqQ61WZ ,6,,,9.01996E+17
1611992,Got the pink durag on...... PINK durag yuhurd me ,6,,,9.07814E+17
69865,@keem773 I'm just looking at the positives ,6,,,8.93608E+17
38663,Watch till the end I'm weak af ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/pxwdaaMDrP ,6,,,8.93279E+17
743103,Marcy Me. ,6,,,9.00478E+17
455775,"@KevinJ61066564 @_ARCore @gaulinjoey @robwilmil3 @MJBLINTN @emariepoulin @CNN Then that would be petty but, then you may disagree. The count would solve what mystery? ",6,,,8.97587E+17
1847793,Thank you zachmatteson for the tix! We are having a blast! GLORYâ€¦ https://t.co/SmyC6zoIvj ,6,,,8.88209E+17
407331,"2012 FORD TAURUS LIMITED, 1 OWNER, CLEAN CARFAX//WE FINANCE, EVERYONE IS APPROVED//CALL 832â€¦ https://t.co/1L93XHoEff ",6,,,8.97135E+17
369113,An interesting thread https://t.co/pqcg36CZzx ,6,,,8.96764E+17
1323144,Competition is completion. Either it's with another person or it's with yourself. The person who competes with himself ALWAYS WINS. ,6,,,9.04902E+17
1134858,This the scariest shit I have ever seen in my whole life... https://t.co/BGNKRoRZci ,6,,,9.03158E+17
390936,I pray everything comes out good ,6,,,8.96931E+17
1454446,Thanks Audrey!! I'm glad you're dating my good friend Alex!ðŸ‘ðŸ¼ https://t.co/QJTO10Xd58 ,6,,,9.06208E+17
1049328,@maddietambo girl ur dead ... IM DEAD ,6,,,9.02595E+17
55642,@Lowkey__Chris  https://t.co/u5gCWgzHKC ,6,,,8.93486E+17
766816,https://t.co/9sk6cSfVqt Stay safe my friends! ,6,,,9.00736E+17
1319478,I wish I could take pictures with my eyes ,6,,,9.04878E+17
1871776,"Sunday Funday @ Willow Falls, Tomball, Texas https://t.co/jpCu4Y6Rld ",6,,,8.89274E+17
1641500,Shoutout to @mgdtx for the Intel! https://t.co/VfdIhCkUKC ,6,,,9.0815E+17
132687,She isn't kidding.. https://t.co/DR848eAVu2 ,6,,,8.94329E+17
539765,sleep sounds reaaaal tasty for dinner tonight the way my mama not cooking :/ ,6,,,8.98371E+17
1832462,I'm in it for the long run ðŸ˜ ,6,,,8.8757E+17
265433,Floyd mayweather could never beat connor in ufc just like Conner will never beat mayweather in boxing â€¼ï¸ ,4,,,8.95672E+17
1839709,for what? https://t.co/l7BPxS70jZ ,6,,,8.87873E+17
1926400,Sami is the only person I could have fun with while enduring a heat index of 111. â¤ï¸ @ Samâ€¦ https://t.co/cUR3atOg2N ,6,,,8.91735E+17
1897410,Buy 1Tattoo  get 1 Free ALL NIGHT TONIGHT  Come get it. DM for Information on Scheduling toâ€¦ https://t.co/Z94WKnyfuC ,6,,,8.90401E+17
1379988,#ItsReconTime ðŸ‘ŠðŸ¾ https://t.co/qAIWg3i7AD ,6,,,9.05463E+17
1817483,happy birthday!!ðŸ˜Š @DRock_201 ,6,,,8.86989E+17
662359,I should curl my hair ,6,,,8.99684E+17
1136273,@armanihoee girl no I was sleep I heard phone hung up ,6,,,9.03187E+17
824592,Im still waiting on my glo up ðŸ™„ ,6,,,9.01211E+17
1070926,I've been looking for my glasses for 30 minutes â˜¹ï¸ can't see shit dude ,6,,,9.027E+17
1296414,Thank You ðŸ˜Š and I will eventually come back making more videos ðŸ˜ https://t.co/AckY3tJKUx ,6,,,9.04622E+17
1881953,"@pooxaquel @vieirapri_ eu nÃ£o me lembro mt bem dessa cena gente, mas eu sei que smp no final da noite fico danÃ§ando de 4 kkkkkkkkkkkkk ",6,,1,8.89701E+17
682717,Today I decided to stop stressing and just enjoy my journey. I've always been a leader and I know my worth. ,6,,,8.99836E+17
1720246,haaaaa https://t.co/w0JRER98tH ,6,,,9.09042E+17
1134159,Back on my best shit .. ,6,,,9.0315E+17
1794040,Wtf I thought it was the other way around???? https://t.co/RQhFAgcFSp ,6,,,9.09835E+17
1069692,@kylejack Damn right. ,6,,,9.02695E+17
1713850,Rams wiiiiiiiin!!! ðŸ™ŒðŸˆðŸ https://t.co/DZIpnNj5l0 ,6,,,9.08901E+17
569865,As of tomorrow I'm on my own &amp; I'm so blessed to have this opportunity. I can't wait to show what I'm capable of. ðŸ“š ,6,,,8.98684E+17
705745,or a woman https://t.co/aFrubMgv7g ,6,,,9.00115E+17
33609,@TeenChoiceFOX @EthanDolan and @GraysonDolan are my #TeenChoice for #ChoiceMaleWebstar ,6,,,8.93237E+17
1646501,"""I miss 3am random talks"" ",6,,,9.08182E+17
1216444,Truly. https://t.co/uYGPdA62wW ,6,,,9.03855E+17
848075,"You know how us Texas people love our chips, we tore Walmart up ðŸ˜‚  #HurricaineHarvey #HurricanHarvey #hurricane #hurricaneharvey2017 #texas https://t.co/JiISaA0PYJ ",1,,,9.01361E+17
1486272,Cool It Now By Lil Ronny is lowkey fire . that new edition cool it now sample ðŸ‘ŒðŸ¾ðŸ”¥ ,6,,,9.06567E+17
293135,"#HorseForSale: #Cheap... ðŸ˜‚ðŸ‘‰ðŸ‘‰ðŸ‘‰ https://t.co/yOWNJuqzco @ Houston Trailers, Inc. https://t.co/VIrdaZ2Dzj ",6,,,8.95887E+17
898810,Changing channels between @Fox26Houston @abc13houston @KHOU @KPRC2 #TropicalStormHarvey ,1,,,9.01695E+17
1049573,@BatresNick Dumb hoe talking all that shit bitch karma is a bitchðŸ–•ðŸ¼ ,6,,,9.02597E+17
702455,@Iavensun I hope I just hope theirs a chance of this being good or at least okay :&lt; ,6,,,9.00087E+17
1131769,Teaching my gma how to use an iPhone + Facebook has been THE worst thing I've ever done. And I've done some pretty fucking bad things. ,6,,,9.0313E+17
1716844,I feel 10x better because of last night ,6,,,9.0893E+17
1739178,it's sweatpants seasonnnn ðŸ˜‡ ,6,,,9.09228E+17
921606,this shit is fucked out here. ,6,,,9.01867E+17
1835549,Y'all annoying ðŸ™„ ,6,,,8.87742E+17
1924656,Y'all aren't ready for me and my ðŸŠ https://t.co/6ZiVj36Meh ,6,,,8.91677E+17
1258591,"Damn I remember when Obama got sworn in, it was beautiful, our school school was in the cafeteria watching live, the whole school were poc ",2,,,9.04255E+17
654477,"Can't wait to be off these next two days, cause ya girl is mf tired ðŸ¤¦ðŸ¾â€â™€ï¸ ",6,,,8.996E+17
1027599,Beautiful. https://t.co/zXh6TBr7Wq ,6,,,9.02407E+17
1550088,REPPIN LOLZ https://t.co/JZVf8rQtLz ,6,,,9.07214E+17
1788570,@da1don Did a black woman say this? ,6,,,9.09785E+17
1229372,Happy her = happy me ðŸ˜Œ ,6,,,9.04036E+17
1674870,Smh ,6,,,9.08503E+17
1361617,I'm so glad I'm from Houston. https://t.co/aFX70o4uQ1 ,6,,,9.05256E+17
1780794,my nigga I'm up like I like waking up for school in the morning ,6,,,9.09631E+17
1122278,A WHOLE DAMN ANIMAL ðŸ¤¦ðŸ½â€â™€ï¸ðŸ¤¦ðŸ½â€â™€ï¸ https://t.co/rK1yBV7dju ,6,,,9.03078E+17
354826,"Every time I hear about a new way people are being kidnapped &amp; enslaved by human traffickers, my heart breaks. Stay safe everyone. ",6,,,8.96559E+17
1907417,@GucciGabe5 yup https://t.co/XAbgwJ7IDJ ,6,,,8.90828E+17
899059,Time to start exploring other cities to move to. This Houston flooding is no fun ,5,,,9.01696E+17
819946,vuw https://t.co/E5LSIkCJ4y ,6,,,9.0118E+17
1865531,OMG!!!! I just needed more Milo! ðŸ¤ #buildabear #buildamilo #miloâ€¦ https://t.co/WmplHKuVvt ,6,,,8.88959E+17
1489968,#hublife It's happening here 9-6 every damn day. Grab a cold one from @SaintArnold and do some good for your community! #HoustonStrong ðŸ’ªðŸ»ðŸ’ªðŸ» https://t.co/3rNAnAn4n2 ,6,,,9.06599E+17
1543399,Listen you can't be asking was she really going to tase you when you the one in a clown costume. You was trying to get droppedðŸ‘ŠðŸ¾ https://t.co/9XOE8Nfz2t ,6,,,9.07089E+17
1370199,Exactly lmfao https://t.co/J5wveoUpTj ,6,,,9.05304E+17
351436,I'm so ready to leave I swear ,6,,,8.96533E+17
1486728,Like he cares ooðŸ¤·ðŸ»â€â™€ï¸ðŸ¤·ðŸ»â€â™€ï¸ https://t.co/RE7oIOI4y7 ,6,,,9.06572E+17
1468950,"When your nigga catch you snapping the ""don't worry bout him"" friend https://t.co/SxlFeoe2KV ",6,,,9.06335E+17
255527,Ima just not finish Power cause some dumbass always finds a way to ruin it ,6,,,8.95507E+17
128019,"Somos empresa de Transporte y despachadores de Carga en USA, oficina en Houston TX https://t.co/6ez1ARfC1U ",6,,1,8.94289E+17
1490915,@larissaciauna @bettypl13 @_JusticeGarcia_ Are y'all trying to flirt with justice ,6,,,9.06608E+17
1132565,"My,Wezzy&amp;Yazmine Up Playing UnoðŸ™„ ",6,,,9.03136E+17
482044,@__vices @moneytree_2 I'm replying because you feel the need to. As long as you keep @ing me Ima keep replying. ,6,,,8.97856E+17
1044918,This is me https://t.co/5u9FHU7ByX ,6,,,9.02575E+17
1063861,Go check it outðŸ˜­ðŸ‘ðŸ¼ https://t.co/x5XW5jexNh ,6,,,9.02668E+17
701127,#steponthelittlepeople https://t.co/crUarwXU0A ,6,,,9.00076E+17
1516471,Tomorrow we start https://t.co/U15DS8HUa1 Possible Challenge so today I'll have one last hurrah.â€¦ https://t.co/a4soXQm7bd ,6,,,9.06913E+17
1438256,Teacher so damn scared lmao https://t.co/KBmbEPkHsh ,6,,,9.05999E+17
1421507,âš ï¸âš ï¸This Saturday @therockybanks will be performing live at the #WeAreHouston Hurricane Harvey Benefit Concert [see flyer for ticket link] https://t.co/u3FYivuuzG ,1,,,9.05868E+17
678800,"honestly every time i see an insta that says ""made it to the 15th grade"" i have to count to figure out what year they are in college. ",6,,,8.99811E+17
1266462,@cxruu @EvelynsTooReal ðŸ˜² wat ðŸ˜² ,6,,,9.04395E+17
1194336,I just be looking at my shit like ðŸ˜ª ,6,,,9.03708E+17
1741859,Seriously had a great night! I love my best friends â¤ï¸â¤ï¸â¤ï¸ ,6,,,9.09248E+17
284252,"The more I care less about you, the more happy I am. ",6,,,8.95825E+17
1908919,what's a good nail shop in mo city ? ,6,,,8.90963E+17
1700744,AWWW THANK YOU SO MICH ABBY I LOVE YOU ðŸ’œðŸ’œðŸ’œ https://t.co/8HsVJSg61B ,6,,,9.08785E+17
935797,Im crying https://t.co/ROBHNqd1Ao ,6,,,9.01931E+17
477462,50k ,6,,,8.97812E+17
1506217,MeðŸ™‚ https://t.co/VzOflyl6Vz ,6,,,9.06735E+17
308119,@thotfulvisions @keyonsay @_PintoBeanss @Barii_24 @naruman1 @GabrielAlva93 @niceguynaj @DemondJr @PlayfulBoyardee @UglierGod Ajin the shittt ,6,,,8.96089E+17
918726,i need a blunt or 2 ,6,,,9.01857E+17
1122816,DawwwwwgggggGgGgGgggg https://t.co/vJw4nIIPCb ,6,,,9.03081E+17
1920853,Low Carb Banana Bread with 85% Dark Chocolate pieces inside...â€¦ https://t.co/TGFOxpqu0G ,6,,,8.91462E+17
1172403,"Build her up, motivate her, call her beautiful sometimes, let her know it's going to be okay, bond w her!! This is female fundamental shit! https://t.co/vwkZ68Aoz9 ",6,,,9.03479E+17
10898,THIS THREAD https://t.co/NQc86YceYl ,6,,,8.92968E+17
78449,@rossihal @AFAAustin @austinhumane @peta texas has laws against injuring dogs https://t.co/0SWgXoRDiY ,6,,,8.93677E+17
1115419,Rescued 5 kitties. Help me to find a home for them https://t.co/dTn6jE8VVV ,6,,,9.03035E+17
1351640,I just farted at my desk and now it smells like beef fajitas.How am I so white yet so Mexican ,6,,,9.05191E+17
1575861,I'm too excited for Saturday!!! ðŸ˜ðŸ˜© ,6,,,9.07443E+17
533697,Richelle needs a hobby... or a job ,6,,,8.98327E+17
89039,"And finally, Southwest pilot: ""Get out."" ...ðŸ˜‚ðŸ˜‚ðŸ˜‚ ",6,,,8.93852E+17
748774,if I smoke this blunt ima forget about ya ,6,,,9.00524E+17
1248729,@FIirtationship @nifong_katie BRO ,6,,,9.04174E+17
563896,What's new ðŸ¤·ðŸ»â€â™€ï¸ https://t.co/XoTi9fufSI ,6,,,8.98633E+17
1732112,#canelo ,6,,,9.09162E+17
1437670,rook https://t.co/w3twQGorvM ,6,,,9.05996E+17
513707,https://t.co/MYA7ARa4FU #keeplearningpeople Have a great year! @BHISD ,6,,,8.9814E+17
974551,Lmao tf they lying about now? https://t.co/V0S6mjUdzB ,6,,,9.02181E+17
737799,Just waking up ,6,,,9.00434E+17
1347857,I've never seen so many beautiful people in the rec until today ,6,,,9.05161E+17
1376856,@kteayu Love you! Nothing but respect for my CLASS senator ðŸ‘ ,6,,,9.05434E+17
606748,Deshaun Watson could be a special QB for the #Texans in the near future!  I liked him at Clemson and thought he was a great draft pick. ,4,,,8.99077E+17
1818774,Bitch post upðŸ’ðŸ¼ðŸ’¯ ,6,,,8.87031E+17
158850,Don't let modern society destroy you imaan. ,6,,,8.94615E+17
15355,thatâ€™s funny do u remember when u voted trump and still had the fucking nerve to say you love your gay fans? https://t.co/q5OLLtlryp ,2,,,8.93009E+17
569058,Y todavÃ­a no va ser feliz ðŸ™ƒ https://t.co/gKqeLYVRZy ,6,,1,8.98678E+17
947739,yasssss demi!!!!!ðŸ˜ðŸ˜ðŸ˜ ,6,,,9.01981E+17
1859488,Love â¤ï¸ this episode and the fashion! https://t.co/XVA4JOPd7C ,6,,,8.88732E+17
1724605,Tbh ðŸ¤·ðŸ½â€â™€ï¸ https://t.co/TonVcQQAAi ,6,,,9.09096E+17
955530,Y'all need to make sure y'all area okay cus man that's too much water fr. ,6,,,9.02009E+17
1734905,@Canelo let's gooo champ!! ,6,,,9.0919E+17
1476624,Nova literally has her own side of the bed and she knows it so it's adorable bc she always sleeps on the pillow next to mine ðŸ˜¢ ,6,,,9.06395E+17
1375968,Ima draw an anime picture of me ,6,,,9.05424E+17
633977,@CollegeCheer3 @CDDT_Brittney Awwh thank you so much!!! ðŸ˜Šâ¤ï¸ ,6,,,8.99391E+17
575392,@Keyystackz_ You like 100/100 on coming through for the kid ðŸ˜­ ,6,,,8.98727E+17
1119915,Trump has been AWESOME!!!  Texas loves you &amp; what u have done &amp; continue to do!! The only President that actually does not take any crap!!! https://t.co/AT3rYjzYI8 ,2,,,9.03064E+17
921687,I can't wait. Somebody start it up! https://t.co/NXlWA0I2fR ,6,,,9.01868E+17
1439450,i promise i hate skinny niggas who always got they shirt off cause they got a little chest piece done in a kitchen. ,6,,,9.06006E+17
1926748,@KevinZL @ArcticSangji è¯´ä¸å®šä¼šè¢«çŒ«å…»èµ·æ¥æ²¡äº‹å¯ä»¥æ‘¸ä¸€æ‘¸ ,6,,,8.91746E+17
1443462,a bit low https://t.co/RHzywth8ay ,6,,,9.06035E+17
1373207,"@dianalareinaa @Fgissellerod @aylinr_xoxo Wowww fatima , u doing great bby ily !!!â¤ï¸â¤ï¸â¤ï¸ ",6,,,9.05346E+17
1103093,I left my house and went to a friend's. This place has wifi! I'm still in Houston ,6,,,9.02953E+17
467743,@___dotmh What ,6,,,8.97666E+17
1903765,I just want a bouquet of sunflowers ðŸ˜­ ,6,,,8.90702E+17
785076,no it's not https://t.co/EnQbxiohky ,6,,,9.00872E+17
596707,@AnisaCharles4 @Mitchell_Elem Your library is soooo cute!!!!! https://t.co/GG62rYXvea ,6,,,8.9899E+17
1286381,double standard. a human is allowed to do whatever they want and whoever they want. they really donâ€™t have to answer to anyone. https://t.co/lj76ZyfJ9n ,6,,,9.04544E+17
139385,Lunch is packed âœ…Workout clothes packedâœ…Laundry - still pending ðŸ˜©ðŸ˜‚ ,6,,,8.94381E+17
193082,"Dance perf. by KISD Ss. THEY are our legacy. ""Our friends know our story. Ts helped us write them."" #BeTheLegacy #KatyISD #Convocation2017 https://t.co/opjBGJ66iF ",6,,,8.94955E+17
420712,@Pouyalilpou ** https://t.co/ZCi0XzKiQv ,6,,,8.97242E+17
1581383,TO BE CONTINUED And yahll  wonder why I carry my gun and shank everywhere https://t.co/DVz7fHXhCw ,6,,,9.07486E+17
764912,@_713Nick Never was going back I just had to pay lamar ,6,,,9.00716E+17
1256032,Come here lil baby ,6,,,9.04223E+17
1629435,A couple months ago this boy I was talking to tried to hold my hand but I smacked it awayðŸ˜©ðŸ˜©ðŸ˜© what's wrong with me ,6,,,9.08051E+17
917980,Flood adventures ft Bree and her mom ðŸ’€ ,6,,,9.01854E+17
59653,What the fuck! This is chilling. #1stAmendment under assault. https://t.co/0y6VH3pTvO ,2,,,8.93523E+17
405970,what should i eat ðŸ¤” ,6,,,8.97124E+17
1656476,#fitness #Health #gym #diet #exercise #Texans https://t.co/RuUBkwRAP8 ,6,,,9.08354E+17
779101,@ashleeey_j I'm crying rn https://t.co/ttQQjWXedu ,6,,,9.0083E+17
1768059,I love fucking with Hugo about the EaglesðŸ˜‚ðŸ˜‚ðŸ˜‚ ,6,,,9.09542E+17
779227,So who all tryna have a fat ass pool party after Houston floods? ,6,,,9.0083E+17
713354,@jjjano4 must be fake news... https://t.co/0x2sb9ukma ,6,,,9.00166E+17
193612,Still looking for tickets for sza's ctrl tour in dallas tx sept 29:( ,6,,,8.9496E+17
1560714,ðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ª https://t.co/siChW3hAcy ,6,,,9.07323E+17
172561,I see you @Shadester_ #31 https://t.co/wYXmO2WWtj ,6,,,8.94727E+17
834523,Michammi Dukkadam everyone!!! ,6,,,9.01262E+17
1053871,One of my coworkers had to be saved from the coast guard ðŸ˜” ,6,,,9.02617E+17
92097,Help me sublease this 3x3 at Cabana Beach it's only $509 w/ walkin closet! ,6,,,8.93881E+17
213373,It's #internationalcatsday which means I get to celebrate my four favorite fluff ballsâ¤ï¸ðŸ± https://t.co/TJ5OAWkf9B ,6,,,8.95112E+17
1731740,The Takeaway: 5 things to know from Northeast Houston Week 3 action https://t.co/hcxc7m4Zfq ,6,,,9.09158E+17
1800026,This is smart https://t.co/BSs2Ly7uEH ,6,,,9.09888E+17
809655,Thank you ðŸ˜Š https://t.co/kG7u8Mj0oE ,6,,,9.01114E+17
69058,"@b__lly I agree but it's a touchy subject, imagine if it were your kid. ",6,,,8.93601E+17
1127539,I wish https://t.co/R0rMfWGjcK ,6,,,9.03106E+17
917180,Potentially the strong storms have seemed to let up for now. Please let this hold for an hour or two to let some draining happen. ,6,,,9.01851E+17
121862,@Wisdom_Overdose Hola ,6,,,8.94238E+17
100039,More DOWN GOES BOLT!JUSTIN GATLINFASTEST MAN! https://t.co/6oAfKkpUdS ,4,,,8.93953E+17
1341730,ya i'm doing both ,6,,,9.05116E+17
1204331,"Gas prices are up right now because of a semi shortage. But I feel they will stay where they are at, using the shortage as an excuse ",6,,,9.03782E+17
613853,Happiness is so infectious like I I love seeing happiness... I love seeing people happy. It makes me happyâ¤ï¸ ,6,,,8.99128E+17
1782829,One of my favorite tweets https://t.co/rJt29qDh8a ,6,,,9.09649E+17
265627,"It's our anniversary! #flipthezip @ Houston, Texas https://t.co/ONnxvcM5xY ",6,,,8.95674E+17
773398,"â€œI went 1 step forward &amp; 2 steps backâ€...think about where you went wrong on your path,what you can do different,correct it &amp; move forward ",6,,,9.00786E+17
232197,"""There's ear candy, and then there's corny. You have to have an incredible ear to recognize it. [...] It takes years of experience."" - Kdot ",6,,,8.95336E+17
140476,@hunta_htx It's what I doðŸ¤·ðŸ¼â€â™€ï¸ ,6,,,8.94388E+17
512810,@RodTheAmazing he hasn't been in her life at all and these random niggas with Sharingans just start popping up. She didn't even realized she awakened it. ,6,,,8.98095E+17
815803,"@FBCASTX will be closed for the public tomorrow, 8/26, due to #Harvey ",1,,,9.01153E+17
1655764,@MadelineHaley_ happy birthday girl :) ,6,,,9.08348E+17
1798005,"Basically! Thatâ€™s ok, we donâ€™t listen to #fakenews @realDonaldTrump @POTUS https://t.co/G8zJ2u8ZvO ",2,,,9.0987E+17
1000911,that's my sister from another motherðŸ’— https://t.co/6GrxZnndXq ,6,,,9.02299E+17
911970,"According to @NWSHouston Storm motion,ROTATION NOW PASSING OVER 11TH &amp; N SHEPHERD AREA!! TAKE COVER NOW. ",1,,,9.01831E+17
1045205,IS ANYONE WATCHING ABC RIGHT NOW WTF??? ,6,,,9.02576E+17
